origin_stop_id,reachable_stop_id,walking_time
at:44:42062:0,at:44:46742:0,0 days 00:03:27.987984
at:44:42062:0,at:44:48379:0,0 days 00:04:53.876755200
at:44:42063:0,at:44:40176:0,0 days 00:02:33.954608400
at:44:42063:0,at:44:40184:0,0 days 00:02:28.660052400
at:44:42063:0,at:44:42032:0,0 days 00:03:27.077032800
at:44:42063:0,at:44:42064:0,0 days 00:02:22.493929200
at:44:42063:0,at:44:42209:0,0 days 00:03:55.155315600
at:44:42063:0,at:44:42267:0,0 days 00:03:58.740246
at:44:42063:0,at:44:46233:0,0 days 00:02:49.229725200
at:44:42063:0,at:44:47186:0,0 days 00:04:01.189066800
at:44:42064:0,at:44:40176:0,0 days 00:04:52.470120
at:44:42064:0,at:44:40184:0,0 days 00:02:43.621670400
at:44:42064:0,at:44:42032:0,0 days 00:04:30.139536
at:44:42064:0,at:44:42063:0,0 days 00:02:22.493929200
at:44:42064:0,at:44:42065:0,0 days 00:02:52.450404
at:44:42064:0,at:44:42098:0,0 days 00:04:51.816511200
at:44:42064:0,at:44:42205:0,0 days 00:04:56.286429600
at:44:42064:0,at:44:42267:0,0 days 00:03:33.986952
at:44:42064:0,at:44:46233:0,0 days 00:04:50.077369200
at:44:42064:0,at:44:47186:0,0 days 00:04:57.206672400
at:44:42065:0,at:44:40184:0,0 days 00:04:55.920331200
at:44:42065:0,at:44:41454:0,0 days 00:04:46.261876800
at:44:42065:0,at:44:42064:0,0 days 00:02:52.450404
at:44:42065:0,at:44:42098:0,0 days 00:03:09.551206800
at:44:42065:0,at:44:42267:0,0 days 00:04:56.338950
at:44:42068:0,at:44:40105:0,0 days 00:03:20.680869600
at:44:42068:0,at:44:42031:0,0 days 00:04:02.137641600
at:44:42068:0,at:44:42054:0,0 days 00:02:38.523206400
at:44:42068:0,at:44:42058:0,0 days 00:04:26.362016400
at:44:42068:0,at:44:42062:0,0 days 00:04:27.334596
at:44:42068:0,at:44:42118:0,0 days 00:03:48.382592399
at:44:42068:0,at:44:42201:0,0 days 00:03:26.310261600
at:44:42068:0,at:44:42247:0,0 days 00:02:32.941035600
at:44:42068:0,at:44:48379:0,0 days 00:03:24.356764800
at:44:42073:0,at:44:42009:0,0 days 00:04:57.264038400
at:44:42073:0,at:44:42104:0,0 days 00:03:21.704605200
at:44:42073:0,at:44:42140:0,0 days 00:02:37.662777600
at:44:42073:0,at:44:42145:0,0 days 00:03:56.015107200
at:44:42074:0,at:44:40154:0,0 days 00:04:38.352662400
at:44:42074:0,at:44:40331:0,0 days 00:03:46.721106
at:44:42074:0,at:44:42095:0,0 days 00:04:05.098436400
at:44:42074:0,at:44:42232:0,0 days 00:02:56.131270800
at:44:42074:0,at:44:46738:0,0 days 00:04:30.768265200
at:44:42075:0,at:44:42080:0,0 days 00:04:03.600883199
at:44:42075:0,at:44:42117:0,0 days 00:03:03.008379600
at:44:42079:0,at:44:42080:0,0 days 00:03:16.073640
at:44:42079:0,at:44:42081:0,0 days 00:02:46.671795600
at:44:42080:0,at:44:42075:0,0 days 00:04:03.600883199
at:44:42080:0,at:44:42079:0,0 days 00:03:16.073640
at:44:42081:0,at:44:42079:0,0 days 00:02:46.671795600
at:44:42081:0,at:44:42210:0,0 days 00:02:45.229977600
at:44:42081:0,at:44:42232:0,0 days 00:03:41.715680400
at:44:42085:0,at:44:42181:0,0 days 00:02:06.479728800
at:44:42085:0,at:44:42183:0,0 days 00:02:39.167512800
at:44:42085:0,at:44:46737:0,0 days 00:04:49.054562400
at:44:42087:0,at:44:42051:0,0 days 00:04:46.040325600
at:44:42087:0,at:44:42257:0,0 days 00:04:43.629909600
at:44:42088:0,at:44:40114:0,0 days 00:02:20.419231200
at:44:42088:0,at:44:42159:0,0 days 00:04:27.906862800
at:44:42088:0,at:44:42160:0,0 days 00:03:07.557012
at:44:42090:0,at:44:40004:0,0 days 00:04:48.761547600
at:44:42090:0,at:44:40154:0,0 days 00:04:07.962927600
at:44:42090:0,at:44:40331:0,0 days 00:04:32.775157200
at:44:42090:0,at:44:42091:0,0 days 00:02:07.469696400
at:44:42090:0,at:44:42094:0,0 days 00:03:37.050202800
at:44:42090:0,at:44:42112:0,0 days 00:04:46.780564800
at:44:42091:0,at:44:42090:0,0 days 00:02:07.469696400
at:44:42091:0,at:44:42094:0,0 days 00:01:35.004694800
at:44:42091:0,at:44:42112:0,0 days 00:03:35.580009600
at:44:42091:0,at:44:45211:0,0 days 00:04:18.868566
at:44:42094:0,at:44:42090:0,0 days 00:03:37.050202800
at:44:42094:0,at:44:42091:0,0 days 00:01:35.004694800
at:44:42094:0,at:44:42112:0,0 days 00:04:02.797600800
at:44:42094:0,at:44:42233:0,0 days 00:03:38.257484400
at:44:42094:0,at:44:45211:0,0 days 00:02:44.303096400
at:44:42095:0,at:44:40331:0,0 days 00:04:19.307132400
at:44:42095:0,at:44:40597:0,0 days 00:03:18.273556800
at:44:42095:0,at:44:42030:0,0 days 00:04:19.064398800
at:44:42095:0,at:44:42074:0,0 days 00:04:05.098436400
at:44:42095:0,at:44:42122:0,0 days 00:02:12.671937599
at:44:42095:0,at:44:42158:0,0 days 00:03:10.216360800
at:44:42095:0,at:44:42210:0,0 days 00:04:20.805218400
at:44:42095:0,at:44:42232:0,0 days 00:03:25.502785200
at:44:42095:0,at:44:42252:0,0 days 00:03:43.127010
at:44:42095:0,at:44:46738:0,0 days 00:00:29.402283600
at:44:42098:0,at:44:41454:0,0 days 00:04:55.241846400
at:44:42098:0,at:44:42064:0,0 days 00:04:51.816511200
at:44:42098:0,at:44:42065:0,0 days 00:03:09.551206800
at:44:42099:0,at:44:42268:0,0 days 00:04:35.968126800
at:44:42099:0,at:44:42001:0,0 days 00:02:43.237982400
at:44:42104:0,at:44:42009:0,0 days 00:03:03.893079600
at:44:42104:0,at:44:42073:0,0 days 00:03:21.704605200
at:44:42104:0,at:44:42105:0,0 days 00:03:40.986115200
at:44:42104:0,at:44:42140:0,0 days 00:04:28.562239200
at:44:42104:0,at:44:42145:0,0 days 00:04:35.018000400
at:44:42105:0,at:44:42009:0,0 days 00:00:37.123275600
at:44:42105:0,at:44:42104:0,0 days 00:03:40.986115200
at:44:42105:0,at:44:42145:0,0 days 00:03:10.387663200
at:44:42106:0,at:44:42225:0,0 days 00:03:40.962542400
at:44:42106:0,at:44:42226:0,0 days 00:04:52.308411600
at:44:42110:0,at:44:42034:0,0 days 00:03:23.338216800
at:44:42110:0,at:44:42137:0,0 days 00:04:07.681785600
at:44:42110:0,at:44:42140:0,0 days 00:04:12.603709200
at:44:42112:0,at:44:40154:0,0 days 00:04:37.672564800
at:44:42112:0,at:44:42090:0,0 days 00:04:46.780564800
at:44:42112:0,at:44:42091:0,0 days 00:03:35.580009600
at:44:42112:0,at:44:42094:0,0 days 00:04:02.797600800
at:44:42117:0,at:44:42075:0,0 days 00:03:03.008379600
at:44:42117:0,at:44:42175:0,0 days 00:03:53.704360800
at:44:42118:0,at:44:40105:0,0 days 00:02:52.716966
at:44:42118:0,at:44:42031:0,0 days 00:03:19.426507200
at:44:42118:0,at:44:42054:0,0 days 00:04:19.162736400
at:44:42118:0,at:44:42058:0,0 days 00:04:18.816466800
at:44:42118:0,at:44:42068:0,0 days 00:03:48.382592399
at:44:42118:0,at:44:42196:0,0 days 00:02:35.699967600
at:44:42118:0,at:44:42240:0,0 days 00:04:03.753893999
at:44:42118:0,at:44:48379:0,0 days 00:00:53.584909200
at:44:42119:0,at:44:40106:0,0 days 00:03:00.746283600
at:44:42119:0,at:44:40240:0,0 days 00:02:07.117807200
at:44:42119:0,at:44:42261:0,0 days 00:03:45.199587600
at:44:42122:0,at:44:42046:0,0 days 00:04:28.679941200
at:44:42122:0,at:44:42107:0,0 days 00:03:21.176827200
at:44:42122:0,at:44:40597:0,0 days 00:01:56.247013200
at:44:42122:0,at:44:42030:0,0 days 00:02:10.867398
at:44:42122:0,at:44:42095:0,0 days 00:02:12.671937599
at:44:42122:0,at:44:42158:0,0 days 00:04:30.449964
at:44:42122:0,at:44:42210:0,0 days 00:04:14.453558400
at:44:42122:0,at:44:42232:0,0 days 00:04:31.524754799
at:44:42122:0,at:44:42252:0,0 days 00:04:37.695194400
at:44:42122:0,at:44:46738:0,0 days 00:02:01.226328
at:44:42123:0,at:44:42176:0,0 days 00:03:35.449927200
at:44:42123:0,at:44:42196:0,0 days 00:03:57.721273199
at:44:42123:0,at:44:46465:0,0 days 00:01:16.323686400
at:44:42125:0,at:44:42047:0,0 days 00:03:03.778156800
at:44:42125:0,at:44:42244:0,0 days 00:01:46.869034800
at:44:42125:0,at:44:42247:0,0 days 00:04:48.726447600
at:44:42127:0,at:44:42128:0,0 days 00:02:08.319843600
at:44:42127:0,at:44:42191:0,0 days 00:04:58.932195600
at:44:42127:0,at:44:46733:0,0 days 00:03:49.411224
at:44:42127:0,at:44:46734:0,0 days 00:03:43.265563200
at:44:42128:0,at:44:42127:0,0 days 00:02:08.319843600
at:44:42128:0,at:44:42191:0,0 days 00:03:16.637007600
at:44:42133:0,at:44:42154:0,0 days 00:03:27.390992400
at:44:42137:0,at:44:40986:0,0 days 00:02:04.169385600
at:44:42137:0,at:44:42034:0,0 days 00:02:59.007055200
at:44:42137:0,at:44:42110:0,0 days 00:04:07.681785600
at:44:42137:0,at:44:42140:0,0 days 00:03:20.482819200
at:44:42137:0,at:44:42143:0,0 days 00:02:18.286846800
at:44:42137:0,at:44:42219:0,0 days 00:01:20.280514800
at:44:42140:0,at:44:40986:0,0 days 00:04:01.855181999
at:44:42140:0,at:44:42073:0,0 days 00:02:37.662777600
at:44:42140:0,at:44:42104:0,0 days 00:04:28.562239200
at:44:42140:0,at:44:42110:0,0 days 00:04:12.603709200
at:44:42140:0,at:44:42137:0,0 days 00:03:20.482819200
at:44:42140:0,at:44:42219:0,0 days 00:03:15.039414
at:44:42143:0,at:44:40986:0,0 days 00:02:41.180438400
at:44:42143:0,at:44:42034:0,0 days 00:03:03.672554400
at:44:42143:0,at:44:42137:0,0 days 00:02:18.286846800
at:44:42143:0,at:44:42219:0,0 days 00:02:45.110504400
at:44:42143:0,at:44:42257:0,0 days 00:04:47.218519200
at:44:42145:0,at:44:42009:0,0 days 00:03:11.198008800
at:44:42145:0,at:44:42073:0,0 days 00:03:56.015107200
at:44:42145:0,at:44:42104:0,0 days 00:04:35.018000400
at:44:42145:0,at:44:42105:0,0 days 00:03:10.387663200
at:44:42149:0,at:44:42151:0,0 days 00:04:40.378004400
at:44:42151:0,at:44:42149:0,0 days 00:04:40.378004400
at:44:42151:0,at:44:45326:0,0 days 00:03:20.726812800
at:44:42154:0,at:44:42133:0,0 days 00:03:27.390992400
at:44:42154:0,at:44:48377:0,0 days 00:02:41.513856
at:44:42155:0,at:44:42236:0,0 days 00:04:55.562883600
at:44:42158:0,at:44:40004:0,0 days 00:04:52.650040800
at:44:42158:0,at:44:40331:0,0 days 00:03:01.482742800
at:44:42158:0,at:44:40597:0,0 days 00:04:04.925081999
at:44:42158:0,at:44:42095:0,0 days 00:03:10.216360800
at:44:42158:0,at:44:42122:0,0 days 00:04:30.449964
at:44:42158:0,at:44:42193:0,0 days 00:04:27.474441600
at:44:42158:0,at:44:42252:0,0 days 00:00:57.370921200
at:44:42158:0,at:44:42253:0,0 days 00:01:58.693256400
at:44:42158:0,at:44:46738:0,0 days 00:02:53.426220
at:44:42159:0,at:44:40114:0,0 days 00:04:58.921777200
at:44:42159:0,at:44:42040:0,0 days 00:03:54.630777599
at:44:42159:0,at:44:42088:0,0 days 00:04:27.906862800
at:44:42159:0,at:44:42160:0,0 days 00:04:04.742763600
at:44:42160:0,at:44:40114:0,0 days 00:01:27.580263600
at:44:42160:0,at:44:42040:0,0 days 00:02:16.782990
at:44:42160:0,at:44:42088:0,0 days 00:03:07.557012
at:44:42160:0,at:44:42159:0,0 days 00:04:04.742763600
at:44:42161:0,at:44:42245:0,0 days 00:03:26.918744400
at:44:42161:0,at:44:42266:0,0 days 00:03:44.493044400
at:44:42161:0,at:44:46736:0,0 days 00:02:00.183454800
at:44:42165:0,at:44:40107:0,0 days 00:03:15.926576400
at:44:42165:0,at:44:41455:0,0 days 00:02:56.955339600
at:44:42166:0,at:44:41453:0,0 days 00:02:03.513120
at:44:42166:0,at:44:41455:0,0 days 00:04:52.003999200
at:44:42166:0,at:44:42206:0,0 days 00:04:57.044744400
at:44:42169:0,at:44:42233:0,0 days 00:03:51.798243600
at:44:42169:0,at:44:42234:0,0 days 00:02:12.774472800
at:44:42169:0,at:44:45211:0,0 days 00:03:27.512031600
at:44:42169:0,at:44:45701:0,0 days 00:02:03.717506400
at:44:42170:0,at:44:42020:0,0 days 00:03:31.475307600
at:44:42170:0,at:44:42229:0,0 days 00:03:59.896998
at:44:42171:0,at:44:42266:0,0 days 00:03:32.447257200
at:44:42171:0,at:44:45378:0,0 days 00:01:55.610479200
at:44:42171:0,at:44:46734:0,0 days 00:04:50.428232400
at:44:42175:0,at:44:42117:0,0 days 00:03:53.704360800
at:44:42175:0,at:44:42223:0,0 days 00:01:55.039040399
at:44:42176:0,at:44:42123:0,0 days 00:03:35.449927200
at:44:42176:0,at:44:42261:0,0 days 00:04:59.280877200
at:44:42176:0,at:44:46465:0,0 days 00:04:48.440341200
at:44:42177:0,at:44:42146:0,0 days 00:04:14.719278
at:44:42177:0,at:44:40105:0,0 days 00:03:03.063045600
at:44:42177:0,at:44:40131:0,0 days 00:02:12.232647600
at:44:42177:0,at:44:42054:0,0 days 00:04:12.740397600
at:44:42177:0,at:44:42058:0,0 days 00:02:04.664112
at:44:42177:0,at:44:42062:0,0 days 00:03:42.263884800
at:44:42177:0,at:44:42248:0,0 days 00:03:40.652121600
at:44:42177:0,at:44:46739:0,0 days 00:04:52.295984400
at:44:42177:0,at:44:48379:0,0 days 00:04:23.035569600
at:44:42181:0,at:44:42085:0,0 days 00:02:06.479728800
at:44:42181:0,at:44:42183:0,0 days 00:04:45.508483200
at:44:42182:0,at:44:42010:0,0 days 00:04:28.852831200
at:44:42182:0,at:44:42184:0,0 days 00:01:45.483092400
at:44:42182:0,at:44:48374:0,0 days 00:03:01.586624400
at:44:42183:0,at:44:42085:0,0 days 00:02:39.167512800
at:44:42183:0,at:44:42181:0,0 days 00:04:45.508483200
at:44:42183:0,at:44:46737:0,0 days 00:02:23.954283600
at:44:42184:0,at:44:42010:0,0 days 00:02:45.237566400
at:44:42184:0,at:44:42182:0,0 days 00:01:45.483092400
at:44:42184:0,at:44:42714:0,0 days 00:03:28.643911200
at:44:42184:0,at:44:48374:0,0 days 00:01:21.760442400
at:44:42186:0,at:44:40108:0,0 days 00:04:44.262735600
at:44:42186:0,at:44:42022:0,0 days 00:01:45.587298
at:44:42186:0,at:44:42036:0,0 days 00:03:19.057575600
at:44:42186:0,at:44:42039:0,0 days 00:03:11.385158400
at:44:42186:0,at:44:42188:0,0 days 00:02:51.107334
at:44:42188:0,at:44:42022:0,0 days 00:04:28.642623600
at:44:42188:0,at:44:42036:0,0 days 00:04:59.885418
at:44:42188:0,at:44:42038:0,0 days 00:03:35.169901200
at:44:42188:0,at:44:42039:0,0 days 00:03:05.796644400
at:44:42188:0,at:44:42186:0,0 days 00:02:51.107334
at:44:42188:0,at:44:42192:0,0 days 00:03:55.854475200
at:44:42191:0,at:44:40335:0,0 days 00:04:09.344568
at:44:42191:0,at:44:42127:0,0 days 00:04:58.932195600
at:44:42191:0,at:44:42128:0,0 days 00:03:16.637007600
at:44:42191:0,at:44:42192:0,0 days 00:04:24.009437999
at:44:42192:0,at:44:42037:0,0 days 00:03:09.312483600
at:44:42192:0,at:44:42038:0,0 days 00:03:20.024391600
at:44:42192:0,at:44:42188:0,0 days 00:03:55.854475200
at:44:42192:0,at:44:42191:0,0 days 00:04:24.009437999
at:44:42193:0,at:44:40004:0,0 days 00:00:56.543497200
at:44:42193:0,at:44:40036:0,0 days 00:04:43.194093600
at:44:42193:0,at:44:40331:0,0 days 00:04:52.992469200
at:44:42193:0,at:44:42158:0,0 days 00:04:27.474441600
at:44:42193:0,at:44:42194:0,0 days 00:03:39.855542400
at:44:42193:0,at:44:42252:0,0 days 00:04:18.062338800
at:44:42193:0,at:44:42253:0,0 days 00:02:32.361748800
at:44:42194:0,at:44:40004:0,0 days 00:04:27.655237200
at:44:42194:0,at:44:42193:0,0 days 00:03:39.855542400
at:44:42194:0,at:44:42253:0,0 days 00:04:41.689257600
at:44:42194:0,at:44:46733:0,0 days 00:03:46.010494800
at:44:42196:0,at:44:42031:0,0 days 00:02:47.355244800
at:44:42196:0,at:44:42118:0,0 days 00:02:35.699967600
at:44:42196:0,at:44:42123:0,0 days 00:03:57.721273199
at:44:42196:0,at:44:42240:0,0 days 00:03:42.931227600
at:44:42196:0,at:44:46465:0,0 days 00:03:19.659258
at:44:42196:0,at:44:48379:0,0 days 00:03:29.284344
at:44:42200:0,at:44:42205:0,0 days 00:04:42.022293600
at:44:42200:0,at:44:42217:0,0 days 00:03:06.191344800
at:44:42201:0,at:44:42146:0,0 days 00:04:22.934208
at:44:42201:0,at:44:40105:0,0 days 00:04:12.562215600
at:44:42201:0,at:44:42054:0,0 days 00:02:17.216106
at:44:42201:0,at:44:42058:0,0 days 00:04:05.746051200
at:44:42201:0,at:44:42062:0,0 days 00:02:34.333465200
at:44:42201:0,at:44:42068:0,0 days 00:03:26.310261600
at:44:42201:0,at:44:42204:0,0 days 00:04:47.867793600
at:44:42201:0,at:44:42247:0,0 days 00:02:02.269744800
at:44:42201:0,at:44:46742:0,0 days 00:04:20.515490400
at:44:42202:0,at:44:42024:0,0 days 00:04:55.111854
at:44:42202:0,at:44:42025:0,0 days 00:04:33.969946800
at:44:42202:0,at:44:42206:0,0 days 00:04:30.882615600
at:44:42204:0,at:44:42146:0,0 days 00:04:49.852502400
at:44:42204:0,at:44:42045:0,0 days 00:02:29.643367200
at:44:42204:0,at:44:42201:0,0 days 00:04:47.867793600
at:44:42204:0,at:44:46742:0,0 days 00:03:00.035902800
at:44:42205:0,at:44:40184:0,0 days 00:03:40.210516800
at:44:42205:0,at:44:42064:0,0 days 00:04:56.286429600
at:44:42205:0,at:44:42200:0,0 days 00:04:42.022293600
at:44:42205:0,at:44:42214:0,0 days 00:02:46.236080400
at:44:42205:0,at:44:42216:0,0 days 00:04:54.210507600
at:44:42205:0,at:44:42217:0,0 days 00:04:19.939152
at:44:42205:0,at:44:42267:0,0 days 00:02:10.626025200
at:44:42206:0,at:44:42025:0,0 days 00:02:32.424885600
at:44:42206:0,at:44:42166:0,0 days 00:04:57.044744400
at:44:42206:0,at:44:42202:0,0 days 00:04:30.882615600
at:44:42209:0,at:44:40176:0,0 days 00:02:07.580929199
at:44:42209:0,at:44:40184:0,0 days 00:03:33.345864
at:44:42209:0,at:44:42063:0,0 days 00:03:55.155315600
at:44:42209:0,at:44:42215:0,0 days 00:04:39.901180800
at:44:42209:0,at:44:42267:0,0 days 00:04:27.779941200
at:44:42209:0,at:44:46233:0,0 days 00:04:54.246550800
at:44:42210:0,at:44:42107:0,0 days 00:04:57.599025600
at:44:42210:0,at:44:42030:0,0 days 00:04:27.535321199
at:44:42210:0,at:44:42081:0,0 days 00:02:45.229977600
at:44:42210:0,at:44:42095:0,0 days 00:04:20.805218400
at:44:42210:0,at:44:42122:0,0 days 00:04:14.453558400
at:44:42210:0,at:44:42232:0,0 days 00:02:20.219449200
at:44:42210:0,at:44:46738:0,0 days 00:04:41.867313600
at:44:42214:0,at:44:42036:0,0 days 00:03:44.458956
at:44:42214:0,at:44:42039:0,0 days 00:03:46.059757200
at:44:42214:0,at:44:42205:0,0 days 00:02:46.236080400
at:44:42214:0,at:44:42216:0,0 days 00:03:52.216570799
at:44:42214:0,at:44:42217:0,0 days 00:03:29.774354400
at:44:42214:0,at:44:42267:0,0 days 00:04:20.277246
at:44:42215:0,at:44:42037:0,0 days 00:04:03.376351200
at:44:42215:0,at:44:42038:0,0 days 00:04:38.942032800
at:44:42215:0,at:44:42049:0,0 days 00:01:13.975525200
at:44:42215:0,at:44:42209:0,0 days 00:04:39.901180800
at:44:42215:0,at:44:42216:0,0 days 00:03:24.194908800
at:44:42215:0,at:44:42220:0,0 days 00:02:22.710559200
at:44:42216:0,at:44:42038:0,0 days 00:03:51.991250400
at:44:42216:0,at:44:42039:0,0 days 00:04:40.196568
at:44:42216:0,at:44:42049:0,0 days 00:04:38.050046400
at:44:42216:0,at:44:42205:0,0 days 00:04:54.210507600
at:44:42216:0,at:44:42214:0,0 days 00:03:52.216570799
at:44:42216:0,at:44:42215:0,0 days 00:03:24.194908800
at:44:42216:0,at:44:42267:0,0 days 00:04:38.285382
at:44:42217:0,at:44:42024:0,0 days 00:04:21.007592399
at:44:42217:0,at:44:42036:0,0 days 00:03:50.807034
at:44:42217:0,at:44:42200:0,0 days 00:03:06.191344800
at:44:42217:0,at:44:42205:0,0 days 00:04:19.939152
at:44:42217:0,at:44:42214:0,0 days 00:03:29.774354400
at:44:42219:0,at:44:40986:0,0 days 00:00:54.691012800
at:44:42219:0,at:44:42034:0,0 days 00:04:17.066265599
at:44:42219:0,at:44:42137:0,0 days 00:01:20.280514800
at:44:42219:0,at:44:42140:0,0 days 00:03:15.039414
at:44:42219:0,at:44:42143:0,0 days 00:02:45.110504400
at:44:42220:0,at:44:40335:0,0 days 00:03:25.199618400
at:44:42220:0,at:44:42037:0,0 days 00:02:30.136725600
at:44:42220:0,at:44:42038:0,0 days 00:04:30.161622
at:44:42220:0,at:44:42047:0,0 days 00:04:47.166049200
at:44:42220:0,at:44:42049:0,0 days 00:01:50.550596400
at:44:42220:0,at:44:42215:0,0 days 00:02:22.710559200
at:44:42223:0,at:44:42175:0,0 days 00:01:55.039040399
at:44:42225:0,at:44:42106:0,0 days 00:03:40.962542400
at:44:42226:0,at:44:42106:0,0 days 00:04:52.308411600
at:44:42226:0,at:44:42228:0,0 days 00:03:57.292862400
at:44:42227:0,at:44:42228:0,0 days 00:02:58.365898800
at:44:42228:0,at:44:42226:0,0 days 00:03:57.292862400
at:44:42228:0,at:44:42227:0,0 days 00:02:58.365898800
at:44:42229:0,at:44:42020:0,0 days 00:00:46.446861600
at:44:42229:0,at:44:42170:0,0 days 00:03:59.896998
at:44:42232:0,at:44:42074:0,0 days 00:02:56.131270800
at:44:42232:0,at:44:42081:0,0 days 00:03:41.715680400
at:44:42232:0,at:44:42095:0,0 days 00:03:25.502785200
at:44:42232:0,at:44:42122:0,0 days 00:04:31.524754799
at:44:42232:0,at:44:42210:0,0 days 00:02:20.219449200
at:44:42232:0,at:44:46738:0,0 days 00:03:54.124369200
at:44:42233:0,at:44:40036:0,0 days 00:04:52.837543200
at:44:42233:0,at:44:42094:0,0 days 00:03:38.257484400
at:44:42233:0,at:44:42169:0,0 days 00:03:51.798243600
at:44:42233:0,at:44:42234:0,0 days 00:02:54.459211200
at:44:42233:0,at:44:45211:0,0 days 00:02:20.166986400
at:44:42233:0,at:44:45701:0,0 days 00:04:22.795669200
at:44:42234:0,at:44:42169:0,0 days 00:02:12.774472800
at:44:42234:0,at:44:42233:0,0 days 00:02:54.459211200
at:44:42234:0,at:44:45211:0,0 days 00:03:56.440753199
at:44:42234:0,at:44:45701:0,0 days 00:03:59.761094400
at:44:42236:0,at:44:40699:0,0 days 00:04:09.524459999
at:44:42236:0,at:44:42155:0,0 days 00:04:55.562883600
at:44:42240:0,at:44:42023:0,0 days 00:03:03.887686800
at:44:42240:0,at:44:42118:0,0 days 00:04:03.753893999
at:44:42240:0,at:44:42196:0,0 days 00:03:42.931227600
at:44:42240:0,at:44:46465:0,0 days 00:04:24.083767200
at:44:42240:0,at:44:48379:0,0 days 00:04:31.760958
at:44:42244:0,at:44:40335:0,0 days 00:04:06.016299600
at:44:42244:0,at:44:42047:0,0 days 00:03:26.322289200
at:44:42244:0,at:44:42125:0,0 days 00:01:46.869034800
at:44:42245:0,at:44:42161:0,0 days 00:03:26.918744400
at:44:42245:0,at:44:46736:0,0 days 00:03:03.090013200
at:44:42246:0,at:44:40694:0,0 days 00:03:17.632098
at:44:42246:0,at:44:45499:0,0 days 00:03:05.704117200
at:44:42247:0,at:44:40105:0,0 days 00:04:55.682022
at:44:42247:0,at:44:42054:0,0 days 00:03:15.508569600
at:44:42247:0,at:44:42062:0,0 days 00:04:21.757580400
at:44:42247:0,at:44:42068:0,0 days 00:02:32.941035600
at:44:42247:0,at:44:42125:0,0 days 00:04:48.726447600
at:44:42247:0,at:44:42201:0,0 days 00:02:02.269744800
at:44:42248:0,at:44:42000:0,0 days 00:03:40.672656
at:44:42248:0,at:44:42015:0,0 days 00:04:40.255194
at:44:42248:0,at:44:42017:0,0 days 00:04:18.464390399
at:44:42248:0,at:44:42023:0,0 days 00:03:40.113698400
at:44:42248:0,at:44:42177:0,0 days 00:03:40.652121600
at:44:42252:0,at:44:40004:0,0 days 00:04:53.086044
at:44:42252:0,at:44:40331:0,0 days 00:03:54.181846800
at:44:42252:0,at:44:40597:0,0 days 00:03:47.506870800
at:44:42252:0,at:44:42095:0,0 days 00:03:43.127010
at:44:42252:0,at:44:42122:0,0 days 00:04:37.695194400
at:44:42252:0,at:44:42158:0,0 days 00:00:57.370921200
at:44:42252:0,at:44:42193:0,0 days 00:04:18.062338800
at:44:42252:0,at:44:42253:0,0 days 00:01:46.670077200
at:44:42252:0,at:44:46738:0,0 days 00:03:20.901171600
at:44:42253:0,at:44:40004:0,0 days 00:03:06.698818800
at:44:42253:0,at:44:40331:0,0 days 00:03:35.996310
at:44:42253:0,at:44:42158:0,0 days 00:01:58.693256400
at:44:42253:0,at:44:42193:0,0 days 00:02:32.361748800
at:44:42253:0,at:44:42194:0,0 days 00:04:41.689257600
at:44:42253:0,at:44:42252:0,0 days 00:01:46.670077200
at:44:42253:0,at:44:46738:0,0 days 00:04:51.786645600
at:44:42257:0,at:44:42087:0,0 days 00:04:43.629909600
at:44:42257:0,at:44:42143:0,0 days 00:04:47.218519200
at:44:42258:0,at:44:42002:0,0 days 00:02:53.220584400
at:44:42258:0,at:44:42273:0,0 days 00:04:29.095590
at:44:42258:0,at:44:45367:0,0 days 00:04:23.379466799
at:44:42261:0,at:44:40106:0,0 days 00:01:07.467823200
at:44:42261:0,at:44:42119:0,0 days 00:03:45.199587600
at:44:42261:0,at:44:42176:0,0 days 00:04:59.280877200
at:44:42266:0,at:44:42161:0,0 days 00:03:44.493044400
at:44:42266:0,at:44:42171:0,0 days 00:03:32.447257200
at:44:42267:0,at:44:40184:0,0 days 00:01:32.169345600
at:44:42267:0,at:44:42063:0,0 days 00:03:58.740246
at:44:42267:0,at:44:42064:0,0 days 00:03:33.986952
at:44:42267:0,at:44:42065:0,0 days 00:04:56.338950
at:44:42267:0,at:44:42205:0,0 days 00:02:10.626025200
at:44:42267:0,at:44:42209:0,0 days 00:04:27.779941200
at:44:42267:0,at:44:42214:0,0 days 00:04:20.277246
at:44:42267:0,at:44:42216:0,0 days 00:04:38.285382
at:44:42269:0,at:44:40108:0,0 days 00:04:08.238964800
at:44:42273:0,at:44:42258:0,0 days 00:04:29.095590
at:44:42281:0,at:44:42012:0,0 days 00:02:28.214149200
at:44:42281:0,at:44:42014:0,0 days 00:04:03.565002
at:44:42281:0,at:44:42041:0,0 days 00:03:51.423303600
at:44:42305:0,at:44:42314:0,0 days 00:04:47.890056
at:44:42305:0,at:44:42315:0,0 days 00:02:15.892277999
at:44:42305:0,at:44:42316:0,0 days 00:04:44.940450
at:44:42306:0,at:44:42329:0,0 days 00:02:45.627889200
at:44:42310:0,at:44:42321:0,0 days 00:04:44.827370400
at:44:42314:0,at:44:42305:0,0 days 00:04:47.890056
at:44:42314:0,at:44:42315:0,0 days 00:02:51.437457600
at:44:42315:0,at:44:42305:0,0 days 00:02:15.892277999
