origin_stop_id,reachable_stop_id,walking_time
at:45:57118:0,at:45:57132:0,0 days 00:03:50.665212
at:45:57118:0,at:45:57270:0,0 days 00:04:42.514762800
at:45:57118:0,at:45:57272:0,0 days 00:04:11.081078400
at:45:57119:0,at:45:54008:0,0 days 00:03:04.572522
at:45:57119:0,at:45:54009:0,0 days 00:04:31.607961600
at:45:57119:0,at:45:57129:0,0 days 00:04:53.129431200
at:45:57119:0,at:45:57270:0,0 days 00:01:20.039098800
at:45:57121:0,at:45:57273:0,0 days 00:03:06.848964
at:45:57121:0,at:45:57298:0,0 days 00:04:48.663940800
at:45:57122:0,at:45:57123:0,0 days 00:03:19.563044400
at:45:57122:0,at:45:57264:0,0 days 00:03:53.685565200
at:45:57123:0,at:45:57122:0,0 days 00:03:19.563044400
at:45:57124:0,at:45:57125:0,0 days 00:01:19.423336800
at:45:57124:0,at:45:57126:0,0 days 00:03:38.892549600
at:45:57125:0,at:45:57124:0,0 days 00:01:19.423336800
at:45:57125:0,at:45:57126:0,0 days 00:02:23.913801600
at:45:57125:0,at:45:57127:0,0 days 00:04:16.195252800
at:45:57126:0,at:45:57118:0,0 days 00:04:07.987598400
at:45:57126:0,at:45:57124:0,0 days 00:03:38.892549600
at:45:57126:0,at:45:57125:0,0 days 00:02:23.913801600
at:45:57126:0,at:45:57127:0,0 days 00:02:16.936242
at:45:57126:0,at:45:57128:0,0 days 00:03:28.559080800
at:45:57126:0,at:45:57130:0,0 days 00:04:39.610603200
at:45:57126:0,at:45:57272:0,0 days 00:04:58.559545200
at:45:57127:0,at:45:54009:0,0 days 00:03:40.340329200
at:45:57127:0,at:45:57118:0,0 days 00:01:59.931606
at:45:57127:0,at:45:57125:0,0 days 00:04:16.195252800
at:45:57127:0,at:45:57126:0,0 days 00:02:16.936242
at:45:57127:0,at:45:57128:0,0 days 00:01:12.106275600
at:45:57127:0,at:45:57129:0,0 days 00:02:44.301321600
at:45:57127:0,at:45:57130:0,0 days 00:03:34.724350800
at:45:57127:0,at:45:57132:0,0 days 00:04:56.786970
at:45:57127:0,at:45:57272:0,0 days 00:04:37.599906
at:45:57128:0,at:45:54009:0,0 days 00:02:42.950162400
at:45:57128:0,at:45:57118:0,0 days 00:01:17.748055200
at:45:57128:0,at:45:57126:0,0 days 00:03:28.559080800
at:45:57128:0,at:45:57127:0,0 days 00:01:12.106275600
at:45:57128:0,at:45:57129:0,0 days 00:01:36.227719200
at:45:57128:0,at:45:57130:0,0 days 00:03:40.597416
at:45:57128:0,at:45:57132:0,0 days 00:04:58.880114400
at:45:57129:0,at:45:54009:0,0 days 00:01:18.456996
at:45:57129:0,at:45:57118:0,0 days 00:01:13.201075200
at:45:57129:0,at:45:57119:0,0 days 00:04:53.129431200
at:45:57129:0,at:45:57127:0,0 days 00:02:44.301321600
at:45:57129:0,at:45:57128:0,0 days 00:01:36.227719200
at:45:57129:0,at:45:57130:0,0 days 00:03:42.738001200
at:45:57129:0,at:45:57132:0,0 days 00:04:46.295317200
at:45:57129:0,at:45:57270:0,0 days 00:03:34.489162800
at:45:57130:0,at:45:54009:0,0 days 00:03:17.449743600
at:45:57130:0,at:45:57118:0,0 days 00:02:38.472072
at:45:57130:0,at:45:57126:0,0 days 00:04:39.610603200
at:45:57130:0,at:45:57127:0,0 days 00:03:34.724350800
at:45:57130:0,at:45:57128:0,0 days 00:03:40.597416
at:45:57130:0,at:45:57129:0,0 days 00:03:42.738001200
at:45:57130:0,at:45:57132:0,0 days 00:01:22.081832400
at:45:57130:0,at:45:57271:0,0 days 00:03:20.907147600
at:45:57130:0,at:45:57272:0,0 days 00:01:39.366321600
at:45:57132:0,at:45:54009:0,0 days 00:04:02.784903600
at:45:57132:0,at:45:54010:0,0 days 00:04:51.946748400
at:45:57132:0,at:45:57118:0,0 days 00:03:50.665212
at:45:57132:0,at:45:57127:0,0 days 00:04:56.786970
at:45:57132:0,at:45:57128:0,0 days 00:04:58.880114400
at:45:57132:0,at:45:57129:0,0 days 00:04:46.295317200
at:45:57132:0,at:45:57130:0,0 days 00:01:22.081832400
at:45:57132:0,at:45:57271:0,0 days 00:02:35.402370
at:45:57132:0,at:45:57272:0,0 days 00:01:34.423028400
at:45:57138:0,at:45:52059:0,0 days 00:04:35.758178400
at:45:57138:0,at:45:56261:0,0 days 00:04:22.155967200
at:45:57152:0,at:45:52133:0,0 days 00:02:51.651124800
at:45:57153:0,at:45:52123:0,0 days 00:04:52.891309200
at:45:57153:0,at:45:52124:0,0 days 00:03:18.113655600
at:45:57153:0,at:45:52182:0,0 days 00:04:46.671769200
at:45:57162:0,at:45:52124:0,0 days 00:02:53.536113600
at:45:57233:0,at:45:52151:0,0 days 00:04:49.217077200
at:45:57233:0,at:45:52154:0,0 days 00:04:04.594958399
at:45:57233:0,at:45:52155:0,0 days 00:04:20.885901600
at:45:57233:0,at:45:52157:0,0 days 00:02:33.047246400
at:45:57233:0,at:45:52159:0,0 days 00:03:12.536967600
at:45:57233:0,at:45:52161:0,0 days 00:02:54.293521200
at:45:57233:0,at:45:52162:0,0 days 00:04:02.555223600
at:45:57233:0,at:45:52321:0,0 days 00:03:22.949082
at:45:57233:0,at:45:56555:0,0 days 00:01:19.795800
at:45:57241:0,at:45:50768:0,0 days 00:02:40.208910
at:45:57241:0,at:45:50769:0,0 days 00:04:14.756577600
at:45:57261:0,at:45:54228:0,0 days 00:03:15.443974800
at:45:57261:0,at:45:54274:0,0 days 00:03:23.071564800
at:45:57261:0,at:45:57262:0,0 days 00:01:35.995630800
at:45:57261:0,at:45:57267:0,0 days 00:04:41.169486
at:45:57262:0,at:45:54228:0,0 days 00:01:41.733710400
at:45:57262:0,at:45:54274:0,0 days 00:04:57.178365600
at:45:57262:0,at:45:57261:0,0 days 00:01:35.995630800
at:45:57264:0,at:45:57122:0,0 days 00:03:53.685565200
at:45:57264:0,at:45:57298:0,0 days 00:02:39.984406800
at:45:57265:0,at:45:52246:0,0 days 00:03:24.707088
at:45:57267:0,at:45:54022:0,0 days 00:00:56.520860400
at:45:57267:0,at:45:54274:0,0 days 00:01:18.859990800
at:45:57267:0,at:45:57261:0,0 days 00:04:41.169486
at:45:57270:0,at:45:54008:0,0 days 00:04:13.501430400
at:45:57270:0,at:45:54009:0,0 days 00:03:21.546493200
at:45:57270:0,at:45:57118:0,0 days 00:04:42.514762800
at:45:57270:0,at:45:57119:0,0 days 00:01:20.039098800
at:45:57270:0,at:45:57129:0,0 days 00:03:34.489162800
at:45:57271:0,at:45:54010:0,0 days 00:02:43.032703200
at:45:57271:0,at:45:57130:0,0 days 00:03:20.907147600
at:45:57271:0,at:45:57132:0,0 days 00:02:35.402370
at:45:57271:0,at:45:57272:0,0 days 00:01:48.846133200
at:45:57272:0,at:45:54009:0,0 days 00:04:56.648737200
at:45:57272:0,at:45:54010:0,0 days 00:04:30.832251599
at:45:57272:0,at:45:57118:0,0 days 00:04:11.081078400
at:45:57272:0,at:45:57126:0,0 days 00:04:58.559545200
at:45:57272:0,at:45:57127:0,0 days 00:04:37.599906
at:45:57272:0,at:45:57130:0,0 days 00:01:39.366321600
at:45:57272:0,at:45:57132:0,0 days 00:01:34.423028400
at:45:57272:0,at:45:57271:0,0 days 00:01:48.846133200
at:45:57273:0,at:45:57121:0,0 days 00:03:06.848964
at:45:57274:0,at:45:57275:0,0 days 00:03:28.534510800
at:45:57274:0,at:45:57276:0,0 days 00:03:39.206772
at:45:57274:0,at:45:57277:0,0 days 00:04:19.177356
at:45:57275:0,at:45:57274:0,0 days 00:03:28.534510800
at:45:57275:0,at:45:57276:0,0 days 00:03:37.896937200
at:45:57276:0,at:45:57274:0,0 days 00:03:39.206772
at:45:57276:0,at:45:57275:0,0 days 00:03:37.896937200
at:45:57276:0,at:45:57277:0,0 days 00:03:43.600082400
at:45:57277:0,at:45:50201:0,0 days 00:04:58.336816800
at:45:57277:0,at:45:56183:0,0 days 00:03:25.550679600
at:45:57277:0,at:45:57274:0,0 days 00:04:19.177356
at:45:57277:0,at:45:57276:0,0 days 00:03:43.600082400
at:45:57277:0,at:45:57278:0,0 days 00:04:19.851481200
at:45:57278:0,at:45:50201:0,0 days 00:03:23.699721600
at:45:57278:0,at:45:50953:0,0 days 00:04:28.071339600
at:45:57278:0,at:45:56183:0,0 days 00:03:36.779763600
at:45:57278:0,at:45:56630:0,0 days 00:02:04.530141600
at:45:57278:0,at:45:57277:0,0 days 00:04:19.851481200
at:45:57278:0,at:45:57279:0,0 days 00:04:05.327615999
at:45:57279:0,at:45:50199:0,0 days 00:02:15.793195200
at:45:57279:0,at:45:50953:0,0 days 00:04:45.426100800
at:45:57279:0,at:45:51073:0,0 days 00:04:20.822174400
at:45:57279:0,at:45:56630:0,0 days 00:02:27.840548400
at:45:57279:0,at:45:57278:0,0 days 00:04:05.327615999
at:45:57279:0,at:45:57280:0,0 days 00:03:34.198999200
at:45:57280:0,at:45:50199:0,0 days 00:02:47.755100400
at:45:57280:0,at:45:50953:0,0 days 00:04:40.328727600
at:45:57280:0,at:45:51073:0,0 days 00:03:44.239514400
at:45:57280:0,at:45:56630:0,0 days 00:04:46.574594400
at:45:57280:0,at:45:57279:0,0 days 00:03:34.198999200
at:45:57280:0,at:45:57281:0,0 days 00:04:21.064461599
at:45:57281:0,at:45:50901:0,0 days 00:03:37.884096
at:45:57281:0,at:45:51073:0,0 days 00:03:53.045650800
at:45:57281:0,at:45:56662:0,0 days 00:04:49.061798400
at:45:57281:0,at:45:57280:0,0 days 00:04:21.064461599
at:45:57282:0,at:45:56181:0,0 days 00:04:59.483107200
at:45:57284:0,at:45:50140:0,0 days 00:02:52.973203200
at:45:57298:0,at:45:57121:0,0 days 00:04:48.663940800
at:45:57298:0,at:45:57264:0,0 days 00:02:39.984406800
at:45:57299:0,at:45:54162:0,0 days 00:03:38.170861200
at:45:58999:0,at:45:50486:0,0 days 00:01:36.217243200
at:45:58999:0,at:45:50492:0,0 days 00:02:47.395633200
at:45:58999:0,at:45:50493:0,0 days 00:01:03.740628
at:45:58999:0,at:45:50494:0,0 days 00:03:11.878405200
at:45:58999:0,at:45:50504:0,0 days 00:04:24.950748
at:45:58999:0,at:45:56200:0,0 days 00:02:04.946362800
at:45:58999:0,at:45:56787:0,0 days 00:02:53.461381200
de:09172:42165:0,de:09172:42166:0,0 days 00:04:24.116095200
de:09172:42166:0,de:09172:42165:0,0 days 00:04:24.116095200
de:09172:42167:0,de:09172:42177:0,0 days 00:01:01.291303199
de:09172:42177:0,de:09172:42167:0,0 days 00:01:01.291303199
de:09172:42191:0,de:09172:42192:0,0 days 00:04:06.684002400
de:09172:42192:0,de:09172:42191:0,0 days 00:04:06.684002400
de:09172:42301:0,de:09172:90027:0,0 days 00:02:41.056872
de:09172:42304:0,de:09172:99214:0,0 days 00:04:35.991015600
de:09172:90027:0,de:09172:42301:0,0 days 00:02:41.056872
de:09172:99214:0,de:09172:42304:0,0 days 00:04:35.991015600
at:48:1:0,at:48:480:0,0 days 00:02:51.048139200
at:48:1:0,at:48:482:0,0 days 00:04:03.663642
at:48:1:0,at:48:498:0,0 days 00:04:18.913047600
at:48:10:0,at:48:1814:0,0 days 00:02:42.386445600
at:48:10:0,at:48:2133:0,0 days 00:02:26.321348400
at:48:10:0,at:48:446:0,0 days 00:00:37.863284400
at:48:1000:0,at:48:1101:0,0 days 00:04:53.774500800
at:48:1000:0,at:48:1503:0,0 days 00:02:48.747624
at:48:1000:0,at:48:2344:0,0 days 00:04:18.057014399
at:48:1000:0,at:48:750:0,0 days 00:04:41.101600800
at:48:1003:0,at:48:1013:0,0 days 00:03:39.226564800
at:48:1003:0,at:48:1809:0,0 days 00:04:55.484324400
at:48:1003:0,at:48:990:0,0 days 00:02:47.061510
at:48:1003:0,at:48:992:0,0 days 00:02:48.274573200
at:48:1003:0,at:48:993:0,0 days 00:02:48.504890400
at:48:1004:0,at:48:1141:0,0 days 00:03:41.888253600
at:48:1004:0,at:48:1878:0,0 days 00:03:29.071641600
at:48:1005:0,at:48:993:0,0 days 00:04:50.081336400
at:48:1005:0,at:48:997:0,0 days 00:02:55.734334800
at:48:1006:0,at:48:976:0,0 days 00:04:10.035231600
at:48:1006:0,at:48:992:0,0 days 00:03:57.280309200
at:48:1008:0,at:48:1042:0,0 days 00:02:04.672669200
at:48:1008:0,at:48:605:0,0 days 00:03:19.327662
at:48:1008:0,at:48:744:0,0 days 00:02:52.561662
at:48:1008:0,at:48:755:0,0 days 00:03:26.227850400
at:48:1008:0,at:48:758:0,0 days 00:01:54.436569600
at:48:1011:0,at:48:1013:0,0 days 00:04:29.249432400
at:48:1011:0,at:48:1809:0,0 days 00:02:16.750273199
at:48:1011:0,at:48:983:0,0 days 00:04:42.674253600
at:48:1011:0,at:48:990:0,0 days 00:03:42.445836
at:48:1011:0,at:48:997:0,0 days 00:03:10.771700400
at:48:1013:0,at:48:1003:0,0 days 00:03:39.226564800
at:48:1013:0,at:48:1011:0,0 days 00:04:29.249432400
at:48:1013:0,at:48:1809:0,0 days 00:02:13.940952
at:48:1013:0,at:48:990:0,0 days 00:02:27.931405200
at:48:1013:0,at:48:975:0,0 days 00:04:29.842111200
at:48:1014:0,at:48:1020:0,0 days 00:04:03.784468799
at:48:1016:0,at:48:1017:0,0 days 00:04:06.249889200
at:48:1017:0,at:48:1016:0,0 days 00:04:06.249889200
at:48:1018:0,at:48:1097:0,0 days 00:01:42.837067200
at:48:1018:0,at:48:1155:0,0 days 00:04:46.365891600
at:48:1020:0,at:48:1014:0,0 days 00:04:03.784468799
at:48:1022:0,at:48:1977:0,0 days 00:04:45.766549200
at:48:1024:0,at:48:1049:0,0 days 00:04:11.553355200
at:48:1024:0,at:48:1053:0,0 days 00:03:28.184076
at:48:1024:0,at:48:1056:0,0 days 00:01:02.419060799
at:48:1024:0,at:48:1069:0,0 days 00:02:53.351768400
at:48:1024:0,at:48:1071:0,0 days 00:01:41.175422400
at:48:1024:0,at:48:2234:0,0 days 00:03:55.067976
at:48:1024:0,at:48:2300:0,0 days 00:01:27.000411600
at:48:1026:0,at:48:1045:0,0 days 00:03:43.624594800
at:48:1026:0,at:48:1054:0,0 days 00:04:57.395154
at:48:1026:0,at:48:1797:0,0 days 00:02:42.074120400
at:48:1027:0,at:48:1069:0,0 days 00:04:35.560286400
at:48:1027:0,at:48:2234:0,0 days 00:04:20.047213200
at:48:1028:0,at:48:1141:0,0 days 00:03:05.532544800
at:48:1028:0,at:48:1879:0,0 days 00:03:39.439951200
at:48:1028:0,at:48:1916:0,0 days 00:02:00.160555200
at:48:1029:0,at:48:1045:0,0 days 00:03:58.525106400
at:48:1029:0,at:48:1047:0,0 days 00:04:49.221901200
at:48:1029:0,at:48:1053:0,0 days 00:04:28.822180800
at:48:1029:0,at:48:1054:0,0 days 00:04:15.412422
at:48:1029:0,at:48:1068:0,0 days 00:02:08.450933999
at:48:1030:0,at:48:1031:0,0 days 00:03:33.785917200
at:48:1031:0,at:48:1030:0,0 days 00:03:33.785917200
at:48:1031:0,at:48:1063:0,0 days 00:03:21.929778
at:48:1037:0,at:48:1050:0,0 days 00:02:11.745567600
at:48:1037:0,at:48:1055:0,0 days 00:02:10.326667200
at:48:1037:0,at:48:1059:0,0 days 00:03:36.315781200
at:48:1037:0,at:48:1062:0,0 days 00:03:24.360012
at:48:1037:0,at:48:1064:0,0 days 00:01:28.790119200
at:48:1037:0,at:48:1065:0,0 days 00:04:24.434742
at:48:1037:0,at:48:1072:0,0 days 00:03:36.729403200
at:48:1037:0,at:48:1931:0,0 days 00:04:49.715684400
at:48:1037:0,at:48:2246:0,0 days 00:02:45.111249600
at:48:1037:0,at:48:3107:0,0 days 00:03:15.095149200
at:48:1039:0,at:48:1726:0,0 days 00:03:32.031723600
at:48:1042:0,at:48:1008:0,0 days 00:02:04.672669200
at:48:1042:0,at:48:630:0,0 days 00:03:55.935799200
at:48:1042:0,at:48:744:0,0 days 00:03:41.199717600
at:48:1042:0,at:48:755:0,0 days 00:02:03.454123200
at:48:1042:0,at:48:758:0,0 days 00:01:12.653292
at:48:1045:0,at:48:1026:0,0 days 00:03:43.624594800
at:48:1045:0,at:48:1029:0,0 days 00:03:58.525106400
at:48:1045:0,at:48:1068:0,0 days 00:04:39.279421200
at:48:1045:0,at:48:16:0,0 days 00:04:50.091949200
at:48:1045:0,at:48:1931:0,0 days 00:02:52.182981600
at:48:1046:0,at:48:1883:0,0 days 00:03:26.351964
at:48:1047:0,at:48:1029:0,0 days 00:04:49.221901200
at:48:1047:0,at:48:1049:0,0 days 00:04:00.069376800
at:48:1047:0,at:48:1053:0,0 days 00:03:38.703250800
at:48:1047:0,at:48:1059:0,0 days 00:03:13.404628800
at:48:1047:0,at:48:1064:0,0 days 00:03:54.961549200
at:48:1047:0,at:48:1068:0,0 days 00:02:55.326584400
at:48:1047:0,at:48:1072:0,0 days 00:02:14.996839200
at:48:1047:0,at:48:1931:0,0 days 00:04:04.973674799
at:48:1047:0,at:48:3107:0,0 days 00:02:03.539914800
at:48:1048:0,at:48:1062:0,0 days 00:03:42.896336400
at:48:1048:0,at:48:1726:0,0 days 00:04:58.133370
at:48:1048:0,at:48:1930:0,0 days 00:02:05.487316800
at:48:1049:0,at:48:1024:0,0 days 00:04:11.553355200
at:48:1049:0,at:48:1047:0,0 days 00:04:00.069376800
at:48:1049:0,at:48:1050:0,0 days 00:04:16.856317199
at:48:1049:0,at:48:1056:0,0 days 00:04:48.959907600
at:48:1049:0,at:48:1059:0,0 days 00:02:08.503368
at:48:1049:0,at:48:1064:0,0 days 00:04:21.095734800
at:48:1049:0,at:48:1071:0,0 days 00:02:50.775622800
at:48:1049:0,at:48:1072:0,0 days 00:02:43.551290400
at:48:1049:0,at:48:2300:0,0 days 00:04:51.621679200
at:48:1049:0,at:48:3107:0,0 days 00:04:21.250354800
at:48:1050:0,at:48:1037:0,0 days 00:02:11.745567600
at:48:1050:0,at:48:1049:0,0 days 00:04:16.856317199
at:48:1050:0,at:48:1055:0,0 days 00:00:48.979990800
at:48:1050:0,at:48:1059:0,0 days 00:02:36.806388
at:48:1050:0,at:48:1064:0,0 days 00:01:58.493024399
at:48:1050:0,at:48:1065:0,0 days 00:03:28.110823200
at:48:1050:0,at:48:1072:0,0 days 00:03:15.522519600
at:48:1050:0,at:48:2246:0,0 days 00:04:54.079935600
at:48:1050:0,at:48:3107:0,0 days 00:03:55.378933200
at:48:1051:0,at:48:2234:0,0 days 00:04:51.930487200
at:48:1053:0,at:48:1024:0,0 days 00:03:28.184076
at:48:1053:0,at:48:1029:0,0 days 00:04:28.822180800
at:48:1053:0,at:48:1047:0,0 days 00:03:38.703250800
at:48:1053:0,at:48:1056:0,0 days 00:02:43.553317200
at:48:1053:0,at:48:1068:0,0 days 00:02:41.878896
at:48:1053:0,at:48:1069:0,0 days 00:04:51.222489600
at:48:1053:0,at:48:1071:0,0 days 00:04:24.301920
at:48:1053:0,at:48:2300:0,0 days 00:02:15.041803200
at:48:1054:0,at:48:1026:0,0 days 00:04:57.395154
at:48:1054:0,at:48:1029:0,0 days 00:04:15.412422
at:48:1054:0,at:48:2039:0,0 days 00:03:20.496873600
at:48:1055:0,at:48:1037:0,0 days 00:02:10.326667200
at:48:1055:0,at:48:1050:0,0 days 00:00:48.979990800
at:48:1055:0,at:48:1059:0,0 days 00:03:25.604312400
at:48:1055:0,at:48:1062:0,0 days 00:04:50.316445200
at:48:1055:0,at:48:1064:0,0 days 00:02:28.395024
at:48:1055:0,at:48:1065:0,0 days 00:02:43.777161600
at:48:1055:0,at:48:1072:0,0 days 00:04:01.627503600
at:48:1055:0,at:48:2246:0,0 days 00:04:55.071498
at:48:1055:0,at:48:3107:0,0 days 00:04:31.474632
at:48:1056:0,at:48:1024:0,0 days 00:01:02.419060799
at:48:1056:0,at:48:1049:0,0 days 00:04:48.959907600
at:48:1056:0,at:48:1053:0,0 days 00:02:43.553317200
at:48:1056:0,at:48:1069:0,0 days 00:02:33.289857600
at:48:1056:0,at:48:1071:0,0 days 00:02:38.581148400
at:48:1056:0,at:48:2234:0,0 days 00:03:21.418138800
at:48:1056:0,at:48:2300:0,0 days 00:00:29.280258
at:48:1059:0,at:48:1037:0,0 days 00:03:36.315781200
at:48:1059:0,at:48:1047:0,0 days 00:03:13.404628800
at:48:1059:0,at:48:1049:0,0 days 00:02:08.503368
at:48:1059:0,at:48:1050:0,0 days 00:02:36.806388
at:48:1059:0,at:48:1055:0,0 days 00:03:25.604312400
at:48:1059:0,at:48:1064:0,0 days 00:02:12.791396400
at:48:1059:0,at:48:1071:0,0 days 00:04:53.731452
at:48:1059:0,at:48:1072:0,0 days 00:01:03.107820
at:48:1059:0,at:48:3107:0,0 days 00:02:35.160799200
at:48:1060:0,at:48:2041:0,0 days 00:03:40.913442
at:48:1061:0,at:48:1063:0,0 days 00:02:33.904752
at:48:1061:0,at:48:1065:0,0 days 00:04:39.690325200
at:48:1062:0,at:48:1037:0,0 days 00:03:24.360012
at:48:1062:0,at:48:1048:0,0 days 00:03:42.896336400
at:48:1062:0,at:48:1055:0,0 days 00:04:50.316445200
at:48:1062:0,at:48:1064:0,0 days 00:04:48.779814
at:48:1062:0,at:48:1930:0,0 days 00:04:35.865843600
at:48:1062:0,at:48:2246:0,0 days 00:02:55.798116
at:48:1063:0,at:48:1031:0,0 days 00:03:21.929778
at:48:1063:0,at:48:1061:0,0 days 00:02:33.904752
at:48:1064:0,at:48:1037:0,0 days 00:01:28.790119200
at:48:1064:0,at:48:1047:0,0 days 00:03:54.961549200
at:48:1064:0,at:48:1049:0,0 days 00:04:21.095734800
at:48:1064:0,at:48:1050:0,0 days 00:01:58.493024399
at:48:1064:0,at:48:1055:0,0 days 00:02:28.395024
at:48:1064:0,at:48:1059:0,0 days 00:02:12.791396400
at:48:1064:0,at:48:1062:0,0 days 00:04:48.779814
at:48:1064:0,at:48:1072:0,0 days 00:02:07.984586400
at:48:1064:0,at:48:1931:0,0 days 00:04:31.427616
at:48:1064:0,at:48:2246:0,0 days 00:03:24.081069600
at:48:1064:0,at:48:3107:0,0 days 00:02:04.593724800
at:48:1065:0,at:48:1037:0,0 days 00:04:24.434742
at:48:1065:0,at:48:1050:0,0 days 00:03:28.110823200
at:48:1065:0,at:48:1055:0,0 days 00:02:43.777161600
at:48:1065:0,at:48:1061:0,0 days 00:04:39.690325200
at:48:1067:0,at:48:1088:0,0 days 00:03:11.860322400
at:48:1067:0,at:48:1114:0,0 days 00:03:42.306166800
at:48:1067:0,at:48:2082:0,0 days 00:04:43.000881600
at:48:1068:0,at:48:1029:0,0 days 00:02:08.450933999
at:48:1068:0,at:48:1045:0,0 days 00:04:39.279421200
at:48:1068:0,at:48:1047:0,0 days 00:02:55.326584400
at:48:1068:0,at:48:1053:0,0 days 00:02:41.878896
at:48:1068:0,at:48:2300:0,0 days 00:04:56.489498400
at:48:1068:0,at:48:3107:0,0 days 00:04:44.344743600
at:48:1069:0,at:48:1024:0,0 days 00:02:53.351768400
at:48:1069:0,at:48:1027:0,0 days 00:04:35.560286400
at:48:1069:0,at:48:1053:0,0 days 00:04:51.222489600
at:48:1069:0,at:48:1056:0,0 days 00:02:33.289857600
at:48:1069:0,at:48:1071:0,0 days 00:04:24.742336800
at:48:1069:0,at:48:2234:0,0 days 00:01:11.785832400
at:48:1069:0,at:48:2300:0,0 days 00:02:50.482125600
at:48:1071:0,at:48:1024:0,0 days 00:01:41.175422400
at:48:1071:0,at:48:1049:0,0 days 00:02:50.775622800
at:48:1071:0,at:48:1053:0,0 days 00:04:24.301920
at:48:1071:0,at:48:1056:0,0 days 00:02:38.581148400
at:48:1071:0,at:48:1059:0,0 days 00:04:53.731452
at:48:1071:0,at:48:1069:0,0 days 00:04:24.742336800
at:48:1071:0,at:48:2300:0,0 days 00:02:55.933011600
at:48:1072:0,at:48:1037:0,0 days 00:03:36.729403200
at:48:1072:0,at:48:1047:0,0 days 00:02:14.996839200
at:48:1072:0,at:48:1049:0,0 days 00:02:43.551290400
at:48:1072:0,at:48:1050:0,0 days 00:03:15.522519600
at:48:1072:0,at:48:1055:0,0 days 00:04:01.627503600
at:48:1072:0,at:48:1059:0,0 days 00:01:03.107820
at:48:1072:0,at:48:1064:0,0 days 00:02:07.984586400
at:48:1072:0,at:48:1931:0,0 days 00:04:49.384534800
at:48:1072:0,at:48:2246:0,0 days 00:04:57.305784
at:48:1072:0,at:48:3107:0,0 days 00:01:39.020023200
at:48:1073:0,de:09776:1793:0,0 days 00:02:59.786628
at:48:1077:0,at:48:1881:0,0 days 00:03:47.217376800
at:48:1077:0,at:48:1882:0,0 days 00:03:47.334549600
at:48:1077:0,at:48:988:0,0 days 00:04:41.636233200
at:48:1079:0,at:48:1089:0,0 days 00:04:52.227433200
at:48:1079:0,at:48:1095:0,0 days 00:03:54.109512
at:48:1079:0,at:48:467:0,0 days 00:04:20.139542400
at:48:1079:0,at:48:487:0,0 days 00:04:30.854942399
at:48:108:0,at:48:695:0,0 days 00:04:33.733865999
at:48:108:0,at:48:806:0,0 days 00:02:06.947480400
at:48:1080:0,at:48:1092:0,0 days 00:02:24.043246800
at:48:1080:0,at:48:1094:0,0 days 00:03:53.172565199
at:48:1084:0,at:48:1086:0,0 days 00:03:51.253812
at:48:1084:0,at:48:2253:0,0 days 00:03:42.335380800
at:48:1084:0,at:48:2282:0,0 days 00:00:55.374876
at:48:1085:0,at:48:1841:0,0 days 00:04:24.583137600
at:48:1085:0,at:48:1842:0,0 days 00:04:32.055625199
at:48:1086:0,at:48:1084:0,0 days 00:03:51.253812
at:48:1086:0,at:48:1090:0,0 days 00:04:52.496158800
at:48:1086:0,at:48:1842:0,0 days 00:03:16.427732400
at:48:1086:0,at:48:2282:0,0 days 00:04:28.027794
at:48:1087:0,at:48:2229:0,0 days 00:00:25.427728800
at:48:1088:0,at:48:1067:0,0 days 00:03:11.860322400
at:48:1088:0,at:48:1114:0,0 days 00:02:46.102459200
at:48:1089:0,at:48:1079:0,0 days 00:04:52.227433200
at:48:1089:0,at:48:1095:0,0 days 00:03:19.142229600
at:48:1089:0,at:48:1096:0,0 days 00:04:01.437304800
at:48:109:0,at:48:120:0,0 days 00:04:53.772906
at:48:109:0,at:48:206:0,0 days 00:03:05.784660
at:48:109:0,at:48:238:0,0 days 00:04:41.118690
at:48:109:0,at:48:291:0,0 days 00:04:49.846976400
at:48:1090:0,at:48:1086:0,0 days 00:04:52.496158800
at:48:1090:0,at:48:1569:0,0 days 00:04:15.761107200
at:48:1090:0,at:48:2282:0,0 days 00:04:43.220521200
at:48:1091:0,at:48:1094:0,0 days 00:03:14.745276
at:48:1091:0,at:48:1839:0,0 days 00:04:45.688252800
at:48:1092:0,at:48:1080:0,0 days 00:02:24.043246800
at:48:1092:0,at:48:1094:0,0 days 00:02:55.042328400
at:48:1093:0,at:48:1509:0,0 days 00:03:38.415146400
at:48:1093:0,at:48:1554:0,0 days 00:04:21.305280
at:48:1093:0,at:48:2210:0,0 days 00:01:17.151283200
at:48:1094:0,at:48:1080:0,0 days 00:03:53.172565199
at:48:1094:0,at:48:1091:0,0 days 00:03:14.745276
at:48:1094:0,at:48:1092:0,0 days 00:02:55.042328400
at:48:1095:0,at:48:1079:0,0 days 00:03:54.109512
at:48:1095:0,at:48:1089:0,0 days 00:03:19.142229600
at:48:1096:0,at:48:1089:0,0 days 00:04:01.437304800
at:48:1096:0,at:48:2330:0,0 days 00:03:51.712513200
at:48:1097:0,at:48:1018:0,0 days 00:01:42.837067200
at:48:1097:0,at:48:1155:0,0 days 00:03:45.160092
at:48:1101:0,at:48:1000:0,0 days 00:04:53.774500800
at:48:1101:0,at:48:621:0,0 days 00:00:31.625096400
at:48:1101:0,at:48:629:0,0 days 00:02:33.152888400
